"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Add2",0.000229125810297006,-2.53395855261062,0.04,0.579,1
"Usf2",0.000229125810297006,-1.67244328673713,0.04,0.579,1
"Nav2",0.000229125810297006,-2.30507473207396,0.04,0.579,1
"Emsy",0.000229125810297006,-2.12235172055776,0.04,0.579,1
"Kif5a",0.000229125810297006,-2.22739672883344,0.04,0.579,1
"Psmd3",0.000229125810297006,-1.50780810111716,0.04,0.579,1
"Mettl23",0.000229125810297006,-0.890390824696376,0.04,0.579,1
"Dapk1",0.000229125810297006,-2.29133678267045,0.04,0.579,1
"Cxadr",0.000229125810297006,-1.76660717043058,0.04,0.579,1
"Rbm4b",0.000229125810297006,-2.19084210928629,0.04,0.579,1
"Srsf2",0.000229981950282073,-0.504334570127313,0.2,1,1
"Vcp",0.000230419136046482,-1.20634493800107,0.16,0.737,1
"Laptm4a",0.000238493842783705,-2.14667300422095,0.12,0.737,1
"Slc24a5",0.000239129569750583,-0.59051231456976,0.08,0.684,1
"Chd6",0.000239129569750583,-1.95163345202753,0.08,0.684,1
"Dpysl5",0.000239129569750583,-1.83492390109947,0.08,0.684,1
"Smarcc1",0.000239129569750583,-1.36115700036004,0.08,0.684,1
"Ndufv1",0.000242741506567103,-0.653173587954274,0.12,0.789,1
"Tcf25",0.000252964383947665,-1.10628562751859,0.16,0.895,1
"Phip",0.000265018529706311,-0.958222668246918,0.12,0.737,1
"Trp53i11",0.000266782819722331,-1.01191711733767,0.08,0.684,1
"Cyth2",0.000266782819722331,-1.19795105308878,0.08,0.684,1
"Hnrnpc",0.000266782819722331,-1.44490687417013,0.08,0.684,1
"Afdn",0.000266782819722331,-1.36579257443601,0.08,0.684,1
"Dync1i2",0.000269263173064857,-1.04530211610229,0.12,0.789,1
"Top2b",0.000279438920902226,-0.986984059771617,0.16,0.895,1
"Sox11",0.000287433635436547,-1.27587781128146,0.4,1,1
"Aes",0.000305169783494372,-1.41740566274028,0.16,0.842,1
"Cdk4",0.000328449151817566,-1.92367335048639,0.16,0.789,1
"Ccdc88a",0.000332516620712982,-0.998952859393454,0.2,0.947,1
"Rsf1",0.000338161004011142,-3.31795693126053,0.08,0.579,1
"Prmt1",0.000340357205089408,-1.55255713389559,0.2,0.842,1
"Anapc5",0.000354204564937993,-1.03008447638223,0.2,0.789,1
"Enah",0.000363100537716028,-1.3315357513875,0.16,0.789,1
"Jpt1",0.000378618197130113,-1.13394084168053,0.56,0.947,1
"Tubb2b",0.000379646628196887,-1.48389460417299,0.44,0.947,1
"Baz2b",0.000382375506745104,-3.54641190370332,0.04,0.526,1
"Kif1b",0.000389410314470041,-1.55875922448977,0.12,0.684,1
"Gm17750",0.000389410314470041,-2.31737472367895,0.12,0.684,1
"Pafah1b1",0.000399897868855031,-2.44826573143043,0.08,0.632,1
"Pantr1",0.000401304802021481,-1.44313221320271,0.12,0.737,1
"Mettl9",0.000401304802021481,-1.72905643971985,0.12,0.737,1
"Arpp21",0.000430245803195556,-3.44118466023067,0.04,0.526,1
"Cpsf6",0.000444401279617832,-1.28914414650247,0.12,0.737,1
"Emc10",0.000445608935944206,-1.67796270149114,0.08,0.632,1
"Gm1673",0.000452620629441245,-1.16284637818006,0.16,0.842,1
"Hnrnpdl",0.000452620629441245,-1.16624460809405,0.16,0.842,1
"Srgap2",0.00045665845151224,-5.19070316088451,0,0.421,1
"Cntn2",0.00045665845151224,-6.66619833468341,0,0.421,1
"Med19",0.00045665845151224,-4.93220224714203,0,0.421,1
"Mfap1a",0.00045665845151224,-4.80499143859242,0,0.421,1
"Frmd5",0.00045665845151224,-5.22253985513547,0,0.421,1
"Pak7",0.00045665845151224,-4.83487321889769,0,0.421,1
"Cse1l",0.00045665845151224,-4.83042845481226,0,0.421,1
"Rab33a",0.00045665845151224,-4.84029765886308,0,0.421,1
"Rtl8b",0.00045665845151224,-4.91472321690063,0,0.421,1
"Zc2hc1a",0.00045665845151224,-5.15153624799509,0,0.421,1
"Snx27",0.00045665845151224,-5.12675139939207,0,0.421,1
"Lrrc7",0.00045665845151224,-5.12145245088059,0,0.421,1
"Epha7",0.00045665845151224,-5.40514790395555,0,0.421,1
"B4galt2",0.00045665845151224,-4.88695107380706,0,0.421,1
"Cdk5",0.00045665845151224,-4.71530822961959,0,0.421,1
"Mxd4",0.00045665845151224,-5.30046813907312,0,0.421,1
"Tecpr1",0.00045665845151224,-5.25846998322212,0,0.421,1
"Trim24",0.00045665845151224,-4.75535637990533,0,0.421,1
"Smarcad1",0.00045665845151224,-4.82901577266874,0,0.421,1
"Plekha5",0.00045665845151224,-5.0569145851081,0,0.421,1
"Prpf31",0.00045665845151224,-4.92909202849473,0,0.421,1
"Peg3",0.00045665845151224,-5.20611364579255,0,0.421,1
"Pak1",0.00045665845151224,-5.3576157793612,0,0.421,1
"Rab6a",0.00045665845151224,-5.41569322081275,0,0.421,1
"Ing1",0.00045665845151224,-5.0277297363739,0,0.421,1
"Mcf2l",0.00045665845151224,-5.92051339575532,0,0.421,1
"Dda1",0.00045665845151224,-5.03325387959345,0,0.421,1
"Fto",0.00045665845151224,-4.60210103258411,0,0.421,1
"Glg1",0.00045665845151224,-5.51633112750252,0,0.421,1
"Sh3bp5",0.00045665845151224,-5.45357917328449,0,0.421,1
"Rnf214",0.00045665845151224,-4.62213508852917,0,0.421,1
"Gtf2a2",0.00045665845151224,-5.19902017765181,0,0.421,1
"Usp34",0.00045665845151224,-5.64897929983851,0,0.421,1
"Clk4",0.00045665845151224,-5.31483370610717,0,0.421,1
"Ttc19",0.00045665845151224,-5.09097062858765,0,0.421,1
"Ssh2",0.00045665845151224,-5.16831364386392,0,0.421,1
"Wsb1",0.00045665845151224,-5.57924563629475,0,0.421,1
"Rps6kb1",0.00045665845151224,-5.83146629543902,0,0.421,1
"Cuedc1",0.00045665845151224,-5.46782056093865,0,0.421,1
"Ormdl3",0.00045665845151224,-5.23810027118845,0,0.421,1
"Dcakd",0.00045665845151224,-5.01330484850403,0,0.421,1
"Pcyt2",0.00045665845151224,-4.91204027998959,0,0.421,1
"Rfng",0.00045665845151224,-5.15582457492046,0,0.421,1
"Wdr45b",0.00045665845151224,-4.93822644936401,0,0.421,1
"Ssr1",0.00045665845151224,-5.32767540283845,0,0.421,1
"Wnk2",0.00045665845151224,-5.35086801983521,0,0.421,1
"Lpin1",0.00045665845151224,-4.91621072213807,0,0.421,1
"Ankmy2",0.00045665845151224,-4.72309049010591,0,0.421,1
"Pcnx",0.00045665845151224,-5.08641577838225,0,0.421,1
"Isca2",0.00045665845151224,-5.08531624590722,0,0.421,1
"Nrxn3",0.00045665845151224,-7.56825220751931,0,0.421,1
"Mcrs1",0.00045665845151224,-5.05566163897171,0,0.421,1
"Klhl24",0.00045665845151224,-5.03792644737711,0,0.421,1
"Rgmb",0.00045665845151224,-5.00136977253445,0,0.421,1
"Fbxl16",0.00045665845151224,-5.38806566506941,0,0.421,1
"Shd",0.00045665845151224,-4.8740256331592,0,0.421,1
"Spast",0.00045665845151224,-5.09086787476564,0,0.421,1
"Srp19",0.00045665845151224,-4.62132610455138,0,0.421,1
"Smad4",0.00045665845151224,-4.88187691387925,0,0.421,1
"Otub1",0.00045665845151224,-4.72710973089969,0,0.421,1
"Cpsf7",0.00045665845151224,-5.54616903456722,0,0.421,1
"Dpf1",0.000472239604348292,-2.7411136693768,0.08,0.579,1
"Rac3",0.000472239604348292,-2.32311737866067,0.08,0.579,1
"Nenf",0.000483665833414255,-2.8838818196522,0.04,0.526,1
"Dab1",0.000483665833414255,-3.06673668343812,0.04,0.526,1
"C530008M17Rik",0.000483665833414255,-2.90939350829315,0.04,0.526,1
"Ccdc174",0.000483665833414255,-3.08765934637219,0.04,0.526,1
"Tsg101",0.000483665833414255,-2.90468180638161,0.04,0.526,1
"Cited2",0.000483665833414255,-3.04607821817075,0.04,0.526,1
"Rab2a",0.000496160352374237,-1.56929772889981,0.08,0.632,1
"Nav1",0.000526988867036891,-2.04921100586232,0.08,0.579,1
"Vps72",0.000526988867036891,-1.78773634310759,0.08,0.579,1
"Clk1",0.000543221153944979,-2.51466662116484,0.04,0.526,1
"Sptbn1",0.000543221153944979,-2.61659493927126,0.04,0.526,1
"Tspan13",0.000543221153944979,-2.80622108188593,0.04,0.526,1
"Shtn1",0.000543221153944979,-3.02273804935711,0.04,0.526,1
"Sept3",0.000543851418634817,-1.29616118821897,0.12,0.737,1
"mt-Nd4",0.000547135569617014,-1.09908367678567,0.52,0.947,1
"Ndufc1",0.00055201874902316,-1.38017937106171,0.08,0.632,1
"Dtx3",0.00055201874902316,-1.53390610446365,0.08,0.632,1
"Lancl1",0.00055231361680581,-4.54724106173044,0.04,0.474,1
"Nmt2",0.00055231361680581,-4.58786680377756,0.04,0.474,1
"Ppm1a",0.00055231361680581,-4.69087826330461,0.04,0.474,1
"Dpysl2",0.00058605868978094,-1.44157607605543,0.24,0.895,1
"Rtn3",0.000593737874369859,-1.55697522853967,0.16,0.789,1
"Fabp5",0.00059408501993878,-1.08745685589975,0.28,0.947,1
"Dclk1",0.000601014143676876,-1.21433500507374,0.12,0.737,1
"CT025619.1",0.000601014143676876,-0.847921492752212,0.12,0.737,1
"Gls",0.000609551983395255,-2.33441974873925,0.04,0.526,1
"Agap1",0.000609551983395255,-1.85352307333772,0.04,0.526,1
"Ilkap",0.000609551983395255,-2.15021836418333,0.04,0.526,1
"Rbm17",0.000609551983395255,-2.45693403144941,0.04,0.526,1
"Lin7c",0.000609551983395255,-1.27074697999987,0.04,0.526,1
"Pfdn4",0.000609551983395255,-2.55649516654498,0.04,0.526,1
"Chmp5",0.000609551983395255,-1.96303062860655,0.04,0.526,1
"Rcc2",0.000609551983395255,-1.77376667908817,0.04,0.526,1
"Mfap2",0.000609551983395255,-0.963051469534957,0.04,0.526,1
"Agap3",0.000609551983395255,-1.77146975932511,0.04,0.526,1
"Add1",0.000609551983395255,-1.38254021088769,0.04,0.526,1
"Zfp326",0.000609551983395255,-1.26307639304758,0.04,0.526,1
"Chl1",0.000609551983395255,-1.18670817468481,0.04,0.526,1
"Zfp637",0.000609551983395255,-1.54142504742958,0.04,0.526,1
"Hdgfl3",0.000609551983395255,-1.13359250901779,0.04,0.526,1
"Arnt2",0.000609551983395255,-2.09980578963114,0.04,0.526,1
"Jmjd1c",0.000609551983395255,-1.30733420000363,0.04,0.526,1
"R3hdm4",0.000609551983395255,-1.87896089841886,0.04,0.526,1
"Pcm1",0.000609551983395255,-0.827761052103693,0.04,0.526,1
"Mir124a-1hg",0.000609551983395255,-2.17298209785475,0.04,0.526,1
"Zc3h13",0.000609551983395255,-2.15551726183801,0.04,0.526,1
"Kmt2a",0.000609551983395255,-2.18252820673563,0.04,0.526,1
"Elmod1",0.000609551983395255,-2.47924825083921,0.04,0.526,1
"Cep70",0.000609551983395255,-2.14607013989688,0.04,0.526,1
"Lrrfip2",0.000609551983395255,-1.12082214752024,0.04,0.526,1
"Dlg4",0.000609551983395255,-2.58284817573711,0.04,0.526,1
"Vps41",0.000609551983395255,-2.01531533360725,0.04,0.526,1
"Nell2",0.000609551983395255,-2.16435854398273,0.04,0.526,1
"Marf1",0.000609551983395255,-2.06632128248133,0.04,0.526,1
"Cd200",0.000609551983395255,-1.97415740235803,0.04,0.526,1
"Birc6",0.000609551983395255,-2.13970226905738,0.04,0.526,1
"Mrpl11",0.000609551983395255,-2.4037611715262,0.04,0.526,1
"Lrrc4b",0.000613690569715946,-1.59520266478117,0.08,0.632,1
"Stox2",0.000613690569715946,-1.54490649714115,0.08,0.632,1
"Nudcd3",0.000613690569715946,-1.66425424180124,0.08,0.632,1
"Nudt3",0.000613690569715946,-1.02165646233103,0.08,0.632,1
"Hmgn1",0.000621065479620622,-1.00875267268306,0.24,0.947,1
"Nme1",0.000663728843458761,-1.0568685241871,0.12,0.737,1
"Ssb",0.0006817249200346,-1.04109550955891,0.08,0.632,1
"Zfp292",0.0006817249200346,-1.21491425495681,0.08,0.632,1
"Magoh",0.0006817249200346,-1.18321100522427,0.08,0.632,1
"Psmb2",0.0006817249200346,-1.84577328363955,0.08,0.632,1
"Strap",0.0006817249200346,-1.07890522625761,0.08,0.632,1
"Tmed9",0.0006817249200346,-0.392943349337008,0.08,0.632,1
"Mark3",0.0006817249200346,-0.946070562803839,0.08,0.632,1
"Crebbp",0.0006817249200346,-0.947876639656256,0.08,0.632,1
"Bag6",0.0006817249200346,-0.93005115795911,0.08,0.632,1
"Prpf19",0.0006817249200346,-0.601373591412204,0.08,0.632,1
"Map2k2",0.000683975954363549,-2.15963667165067,0.16,0.632,1
"Dynlrb1",0.000697461870032791,-1.94787485106291,0.16,0.737,1
"Arf4",0.000704566190006719,-1.13873641820226,0.24,0.895,1
"Cfl2",0.000719144904651986,-1.87341080614813,0.12,0.684,1
"Rrp1",0.00071953722934731,-1.15182386954347,0.16,0.789,1
"Tmem57",0.000732484556663456,-0.812995297791716,0.12,0.737,1
"Maged1",0.000791241594912799,-1.62984391147346,0.24,0.842,1
"Anp32a",0.000794577076001975,-1.44581819364961,0.12,0.684,1
"Kdm5b",0.000810640474883858,-2.07328201837663,0.08,0.579,1
"Fth1",0.000827816324112985,1.95808645532276,0.88,0.895,1
"Rbm25",0.000828250378217965,-1.00575379197939,0.2,0.895,1
"Pebp1",0.000852588099397767,-1.43123584473395,0.28,0.895,1
"Hist3h2a",0.000900956941249679,-2.46826352396171,0.08,0.579,1
"Sf3b2",0.000967943458341819,-1.30566414405117,0.12,0.684,1
"Dhx15",0.00100052504721526,-2.00984184642286,0.08,0.579,1
"Tcp1",0.00101146994366301,-1.59614312371726,0.2,0.789,1
"Klc1",0.00104858588916444,-0.89598924252611,0.16,0.789,1
"Hnrnpd",0.00105511115288056,-0.916197755422701,0.2,0.842,1
"Strbp",0.00106719748208439,-1.18484236720525,0.12,0.684,1
"Aprt",0.00111019780044777,-2.20240941737516,0.08,0.579,1
"Mllt3",0.00111019780044777,-3.89398866804486,0.12,0.526,1
"Cope",0.00111019780044777,-4.11433436454723,0.12,0.526,1
"Ahsa2",0.00111283162442001,-3.22512993848523,0.04,0.474,1
"Rbx1",0.00112028044095076,-1.35721487782619,0.16,0.632,1
"Nxf1",0.00117579550623777,-1.32417902653978,0.12,0.684,1
"Mt1",0.00119369257293575,6.34750016246843,0.44,0,1
"Adgrb3",0.00120729117090715,-4.80865791959279,0,0.368,1
"Satb2",0.00120729117090715,-5.73637104675137,0,0.368,1
"Brinp2",0.00120729117090715,-5.12412984813439,0,0.368,1
"Pou2f1",0.00120729117090715,-4.99228708446355,0,0.368,1
"Nit1",0.00120729117090715,-4.46959699083575,0,0.368,1
"Cadm3",0.00120729117090715,-5.16449088794474,0,0.368,1
"Gad2",0.00120729117090715,-5.96182511202395,0,0.368,1
"Pmpca",0.00120729117090715,-4.39003242122699,0,0.368,1
"Dlx1",0.00120729117090715,-6.33516804813997,0,0.368,1
"Tmx2",0.00120729117090715,-4.89483479966131,0,0.368,1
"Emc7",0.00120729117090715,-4.93355066263415,0,0.368,1
"Casc4",0.00120729117090715,-5.14435600686563,0,0.368,1
"Atp9a",0.00120729117090715,-4.60542323308164,0,0.368,1
"Ythdf1",0.00120729117090715,-4.5203712323017,0,0.368,1
"Rpgr",0.00120729117090715,-4.98518774977872,0,0.368,1
"Taz",0.00120729117090715,-4.75234777206384,0,0.368,1
"Eif2s3x",0.00120729117090715,-4.71846725343754,0,0.368,1
"Proser1",0.00120729117090715,-5.08717024347666,0,0.368,1
"Gon4l",0.00120729117090715,-5.11128328728338,0,0.368,1
"Scamp3",0.00120729117090715,-4.67196819073225,0,0.368,1
"Snapin",0.00120729117090715,-5.00743433735038,0,0.368,1
"Sema6c",0.00120729117090715,-5.35965483359397,0,0.368,1
"Prpf38b",0.00120729117090715,-4.67806382572186,0,0.368,1
"Ubap2",0.00120729117090715,-4.53948858643718,0,0.368,1
"Ccl27a",0.00120729117090715,-4.8223204070793,0,0.368,1
"Lrp8",0.00120729117090715,-5.4741600074687,0,0.368,1
"Foxj3",0.00120729117090715,-4.54630151888097,0,0.368,1
"Map7d1",0.00120729117090715,-5.05248855760056,0,0.368,1
"Zfp362",0.00120729117090715,-4.63026953089034,0,0.368,1
"Ccdc28b",0.00120729117090715,-4.82122467751383,0,0.368,1
"Ephb2",0.00120729117090715,-4.92319241781269,0,0.368,1
"Rsbn1l",0.00120729117090715,-4.99171655848757,0,0.368,1
"Lcorl",0.00120729117090715,-4.48600809174962,0,0.368,1
"Rchy1",0.00120729117090715,-4.42285258044136,0,0.368,1
"Ep400",0.00120729117090715,-4.6709522185481,0,0.368,1
"2210016L21Rik",0.00120729117090715,-4.76201437990809,0,0.368,1
"Dtx1",0.00120729117090715,-5.10623946532088,0,0.368,1
"AI480526",0.00120729117090715,-5.46047568061865,0,0.368,1
"Zcchc8",0.00120729117090715,-4.71577899726856,0,0.368,1
"Ncor2",0.00120729117090715,-4.96052397456987,0,0.368,1
"Vps50",0.00120729117090715,-5.31749597504041,0,0.368,1
"Wbp1",0.00120729117090715,-4.54250405169455,0,0.368,1
"Dguok",0.00120729117090715,-4.57494956878302,0,0.368,1
"Mical3",0.00120729117090715,-4.90731696078003,0,0.368,1
"Etnk1",0.00120729117090715,-5.08393626228297,0,0.368,1
"U2af2",0.00120729117090715,-5.22402096100203,0,0.368,1
"Cic",0.00120729117090715,-4.68548572837477,0,0.368,1
"Zfp536",0.00120729117090715,-5.67043216105794,0,0.368,1
"Shank1",0.00120729117090715,-4.86044998355874,0,0.368,1
"Scaf1",0.00120729117090715,-5.11323433887375,0,0.368,1
"Ngrn",0.00120729117090715,-4.61796606447589,0,0.368,1
"Sh3gl3",0.00120729117090715,-4.696411493626,0,0.368,1
"Tnrc6a",0.00120729117090715,-4.84971103074583,0,0.368,1
"Sez6l2",0.00120729117090715,-4.80350737210101,0,0.368,1
"Bub3",0.00120729117090715,-4.79487975164651,0,0.368,1
"Stx7",0.00120729117090715,-4.99114862281902,0,0.368,1
"Anapc16",0.00120729117090715,-4.93338131859365,0,0.368,1
"Syt1",0.00120729117090715,-5.53001215096786,0,0.368,1
"Nav3",0.00120729117090715,-5.06734624262968,0,0.368,1
"Cnot2",0.00120729117090715,-4.78047909186536,0,0.368,1
"Cand1",0.00120729117090715,-4.42265111845578,0,0.368,1
"Lrp1",0.00120729117090715,-4.71785381551589,0,0.368,1
"Camsap3",0.00120729117090715,-4.55568648677877,0,0.368,1
"Trappc5",0.00120729117090715,-4.62660761717207,0,0.368,1
"Map2k7",0.00120729117090715,-4.46187386382682,0,0.368,1
"Sox1",0.00120729117090715,-4.95084518310186,0,0.368,1
"Rnf122",0.00120729117090715,-4.74525776458839,0,0.368,1
"Smad1",0.00120729117090715,-4.79827040010513,0,0.368,1
"Wdr83",0.00120729117090715,-4.68084127137806,0,0.368,1
"Cyb5b",0.00120729117090715,-4.55066810744351,0,0.368,1
"Pdhb",0.00120729117090715,-5.19203634260804,0,0.368,1
"Cadps",0.00120729117090715,-5.18117824389489,0,0.368,1
"Chordc1",0.00120729117090715,-4.58358057825664,0,0.368,1
"Neo1",0.00120729117090715,-5.84803349072055,0,0.368,1
"Scg3",0.00120729117090715,-5.20336048929332,0,0.368,1
"Setd2",0.00120729117090715,-4.88804383106113,0,0.368,1
"Ehbp1",0.00120729117090715,-4.49941245714102,0,0.368,1
"Mtif2",0.00120729117090715,-4.92872001523942,0,0.368,1
"Cops3",0.00120729117090715,-4.69875988484492,0,0.368,1
"Mnt",0.00120729117090715,-4.88542019803658,0,0.368,1
"Sez6",0.00120729117090715,-4.69552083021209,0,0.368,1
"Tnfaip1",0.00120729117090715,-4.8050289806344,0,0.368,1
"Ppp1r9b",0.00120729117090715,-4.77975720096022,0,0.368,1
"Kpnb1",0.00120729117090715,-4.81979102997506,0,0.368,1
"Pitpnc1",0.00120729117090715,-5.45203415791701,0,0.368,1
"Vcan",0.00120729117090715,-5.50807347556393,0,0.368,1
"Skiv2l2",0.00120729117090715,-4.70630459525633,0,0.368,1
"Nrcam",0.00120729117090715,-5.51705144358924,0,0.368,1
"Atl1",0.00120729117090715,-4.70596229321783,0,0.368,1
"Dact1",0.00120729117090715,-4.90978976381964,0,0.368,1
"Ccdc88c",0.00120729117090715,-4.98249261732932,0,0.368,1
"Zc3h7b",0.00120729117090715,-5.56327331068056,0,0.368,1
"Arid2",0.00120729117090715,-5.66394384351647,0,0.368,1
"Larp4",0.00120729117090715,-4.75820868109813,0,0.368,1
"Pou6f1",0.00120729117090715,-4.74791490453421,0,0.368,1
"Med15",0.00120729117090715,-4.70162060714106,0,0.368,1
"Poglut1",0.00120729117090715,-4.47943086592649,0,0.368,1
"Lsamp",0.00120729117090715,-5.72425412793211,0,0.368,1
"Abhd10",0.00120729117090715,-4.72374268005208,0,0.368,1
"Robo1",0.00120729117090715,-5.53786626498733,0,0.368,1
"Arid1b",0.00120729117090715,-5.10273002760483,0,0.368,1
"Tmem181a",0.00120729117090715,-5.1618752672902,0,0.368,1
"Spaca6",0.00120729117090715,-4.82226536713405,0,0.368,1
"Gm26917",0.00120729117090715,-5.27002800309137,0,0.368,1
"Mrps10",0.00120729117090715,-4.82864155200417,0,0.368,1
"Cdc42ep3",0.00120729117090715,-4.8799806378209,0,0.368,1
"Msh2",0.00120729117090715,-4.7085409261531,0,0.368,1
"Atg12",0.00120729117090715,-4.54740944916029,0,0.368,1
"Zfyve27",0.00120729117090715,-5.27633612900372,0,0.368,1
"Gng3",0.00123089645763277,-1.47364529287786,0.08,0.579,1
"Trappc3",0.00124637960195924,-2.89305586201791,0.04,0.474,1
"Apba2",0.00124637960195924,-2.77985844876157,0.04,0.474,1
"Cadm1",0.00124637960195924,-3.21329731549808,0.04,0.474,1
"Mprip",0.00124637960195924,-2.76810515084326,0.04,0.474,1
"Adprh",0.00124637960195924,-2.6409707426145,0.04,0.474,1
"Taf15",0.00126095467934518,0.239641598996919,0.16,0.789,1
"4833420G17Rik",0.00129804003111922,-2.0288880012623,0.08,0.526,1
"Ube2d1",0.001363614914263,-0.900805145653583,0.08,0.579,1
"Dnaja2",0.001363614914263,-1.33211078789869,0.08,0.579,1
"Uchl1",0.00138079228793707,-0.558604124225864,0.2,0.842,1
"Atp6v1h",0.00139459323543969,-2.7044946961829,0.04,0.474,1
"Psmc3",0.00139459323543969,-2.55482897447849,0.04,0.474,1
"Upf3b",0.00139459323543969,-2.84084085329216,0.04,0.474,1
"Dmtf1",0.00139459323543969,-2.43057444703545,0.04,0.474,1
"Nagk",0.00139459323543969,-2.64529026282007,0.04,0.474,1
"Bicd1",0.00139459323543969,-2.63946607505035,0.04,0.474,1
"Apc2",0.00139459323543969,-2.52071790332486,0.04,0.474,1
"Polb",0.00139459323543969,-2.70201370275844,0.04,0.474,1
"Parp6",0.00139459323543969,-2.50058519670502,0.04,0.474,1
"Bptf",0.00139459323543969,-2.1723684903402,0.04,0.474,1
"Hecw1",0.00139459323543969,-2.4136942275642,0.04,0.474,1
"Eif4g1",0.00139459323543969,-2.01536761374149,0.04,0.474,1
"Hnrnpr",0.00141676076320974,-0.846300094613955,0.2,0.895,1
"Rasal2",0.00144149087405284,-2.1317367396373,0.08,0.526,1
"Brd8",0.00144149087405284,-1.60218168895519,0.08,0.526,1
"Trim2",0.00148380205466668,-1.5896043720286,0.16,0.737,1
"Zfp428",0.00150942427263269,-1.79098201697581,0.08,0.579,1
"Rtn4",0.00150942427263269,-1.56456449405545,0.08,0.579,1
"2700081O15Rik",0.00150942427263269,-1.62698660131346,0.08,0.579,1
"Smc3",0.00150942427263269,-1.83331394881737,0.08,0.579,1
